0.94025,0.93709,0.93878,0.9367,0.93746
0.94174,0.94033,0.93953,0.93793,0.93647
0.93141,0.93037,0.93108,0.93274,0.9344
0.93954,0.9365,0.93685,0.93642,0.93573
0.934,0.93538,0.93367,0.93455,0.93363
0.93325,0.9371,0.93612,0.93754,0.93742
0.9419,0.94408,0.94321,0.94012,0.94033
0.94215,0.93668,0.93491,0.93477,0.93482
0.94563,0.94594,0.94244,0.93992,0.93833
0.93836,0.93783,0.93919,0.93816,0.936
0.93897,0.93865,0.9351,0.93493,0.93519
0.93815,0.9355,0.93648,0.93455,0.93319
0.94324,0.93899,0.93758,0.93694,0.93747
0.93794,0.93816,0.93732,0.93532,0.93401
0.93935,0.93685,0.93608,0.93509,0.93399
0.94062,0.94045,0.93975,0.93636,0.93642
0.93573,0.93962,0.93769,0.93772,0.9387
0.9356,0.93283,0.93471,0.93427,0.93584
0.9444,0.9391,0.94026,0.94023,0.93906
0.93842,0.93986,0.93982,0.93864,0.93742
0.94073,0.93834,0.93773,0.93569,0.93577
0.94014,0.93792,0.93978,0.93803,0.93859
0.93831,0.94267,0.93842,0.93964,0.93883
0.94019,0.94049,0.93778,0.93736,0.93621
0.93439,0.93072,0.932,0.93407,0.93413
0.93961,0.94016,0.93764,0.93731,0.93599
0.94209,0.9358,0.93566,0.93378,0.93545
0.94902,0.93919,0.93504,0.93642,0.93712
0.93286,0.93397,0.93353,0.93488,0.93623
0.94154,0.93504,0.93489,0.9357,0.93501
0.93455,0.93864,0.93662,0.93668,0.93617
0.94504,0.9381,0.93751,0.93707,0.9356
0.93563,0.93671,0.93839,0.94062,0.93817
0.93258,0.93405,0.93704,0.93618,0.93617
0.94986,0.9454,0.94089,0.93915,0.93804
0.9437,0.94067,0.94012,0.93847,0.93808
0.94252,0.94212,0.94032,0.93913,0.93901
0.93952,0.94081,0.94206,0.94088,0.9403
0.94407,0.94236,0.93951,0.9392,0.93866
0.94331,0.93819,0.9401,0.93951,0.93904
0.93649,0.93457,0.93475,0.93332,0.93444
0.94157,0.93689,0.93458,0.93395,0.93329
0.94687,0.94312,0.94257,0.94058,0.93988
0.94279,0.93971,0.93774,0.9369,0.9356
0.94282,0.93734,0.93703,0.93354,0.93391
0.93944,0.94213,0.94213,0.93932,0.93832
0.94292,0.9414,0.94017,0.93826,0.93775
0.94477,0.94111,0.938,0.93922,0.93601
0.93912,0.93632,0.93496,0.93396,0.93567
0.94567,0.93956,0.9386,0.93868,0.93668
0.93815,0.93319,0.93532,0.93485,0.93551
0.94658,0.94259,0.94027,0.93727,0.93832
0.93821,0.939,0.93971,0.93985,0.9385
0.93913,0.93516,0.93535,0.93656,0.93553
0.94067,0.93854,0.93861,0.93699,0.93762
0.94134,0.94133,0.93633,0.93482,0.93459
0.94242,0.93431,0.93412,0.93478,0.93523
0.94256,0.93924,0.9379,0.93852,0.9376
0.9336,0.93434,0.93432,0.93481,0.93465
0.93817,0.93893,0.94116,0.94036,0.9376
0.94033,0.94092,0.93768,0.93533,0.93567
0.93759,0.93527,0.9353,0.93413,0.93425
0.94664,0.93976,0.93987,0.93905,0.93723
0.93709,0.9352,0.93462,0.93549,0.93543
0.94056,0.93762,0.93597,0.93335,0.93307
0.94571,0.94119,0.93381,0.93311,0.93328
0.9406,0.93625,0.93588,0.93636,0.9357
0.94013,0.93657,0.93603,0.93757,0.9372
0.93809,0.9382,0.93609,0.93633,0.93644
0.9338,0.93501,0.93565,0.93539,0.93567
0.9433,0.94284,0.9381,0.93586,0.93504
0.94535,0.93963,0.93981,0.93862,0.93552
0.94085,0.94135,0.9374,0.93624,0.93506
0.9422,0.9411,0.93983,0.93731,0.938
0.93577,0.93634,0.93746,0.9366,0.93589
0.94198,0.93832,0.93601,0.93695,0.93704
0.95174,0.94809,0.94541,0.939,0.93731
0.94436,0.9326,0.93227,0.93466,0.9355
0.94153,0.94336,0.94385,0.94137,0.93893
0.9379,0.93604,0.9368,0.93667,0.93678
0.94303,0.93683,0.93528,0.93534,0.93689
0.94511,0.94129,0.93766,0.93562,0.93465
0.94495,0.94072,0.93673,0.93654,0.93569
0.94279,0.93753,0.93524,0.93498,0.93544
0.93537,0.93755,0.93375,0.93629,0.93732
0.93472,0.93383,0.93375,0.93278,0.93416
0.94204,0.94219,0.9408,0.93821,0.93511
0.94122,0.93604,0.93629,0.93585,0.93508
0.94818,0.9396,0.936,0.93639,0.93641
0.94174,0.93902,0.93864,0.93515,0.93581
0.93978,0.93838,0.93492,0.93548,0.93653
0.94337,0.93855,0.93832,0.93555,0.93461
0.93974,0.9378,0.93806,0.93838,0.93742
0.94396,0.93998,0.9381,0.93846,0.93784
0.93686,0.93568,0.9324,0.93248,0.93308
0.94873,0.94023,0.93732,0.93416,0.93456
0.93953,0.93782,0.93917,0.93813,0.93789
0.93957,0.94134,0.93938,0.93888,0.93751
0.93455,0.93449,0.93217,0.93185,0.93159
0.94092,0.93969,0.93784,0.93741,0.93756
